# Real gene-to-phenotype (HPO term) annotations, restricted to genes curated in
# knowledge/real/gene_disease.tsv.
#
# Source: HPO gene-to-phenotype annotations (genes_to_phenotype.txt), downloaded
#   from https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/genes_to_phenotype.txt
# Version: 2026-06-23 (HPO's own release date, read from phenotype.hpoa's '#version:' line)
# Licence: CC BY 4.0 (Human Phenotype Ontology Consortium). The HPO content and its logical relationships may not be altered; cite the HPO project.
# Retrieved: 2026-08-28
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# Restriction and size: the full source file has 332599 rows across many more genes than are curated anywhere in this pipeline. Restricted here to the 3994 gene symbols in knowledge/real/gene_disease.tsv: 3634 of them have HPO annotations (275046 matching source rows, collapsed to 221789 unique (gene, HPO term) pairs below). 360 genes from gene_disease.tsv have ZERO rows here -- this may be a real absence of curated phenotype annotation, or gene-symbol drift between sources; this generator does not attempt to tell the two apart. Unmatched sample: ABCC4, ACADL, ACOX2, ACTL6A, ADAMTS9, AGPAT3, AGTR2, ALG10, ANKZF1, AQP1, ARF3, ARHGAP35, ARHGEF28, ARHGEF6, ARL14EP, ARPP21, ATE1, ATG12, ATP13A3, AVPR1A, ... (340 more).
#
# One row per (gene_symbol, hpo_id): the source has one row per (gene, HPO term, DISEASE), since the same phenotype can be annotated via several diseases with different evidence. Collapsed here by preferring a row that carries real frequency data over one recorded as '-', tie-broken deterministically on disease_id -- never averaged or otherwise invented.
#
# TWO QUALIFIERS, TWO COLUMNS (ADR 0021). This table previously wrote HPO's frequency vocabulary into a column named association_strength, which src/mva/phenotype/hpo.py validates as curated clinical validity; the file was unloadable as a result. Frequency and validity are different scientific claims and now have separate columns:
#
# hpo_frequency is HPO's OWN phenotype-FREQUENCY vocabulary (how often the phenotype occurs among cases of the linked disease), carried through VERBATIM. Real HPO frequency terms (quoted from hp.obo):
#   HP:0040280 Obligate       "Always present, i.e. in 100% of the cases."
#   HP:0040281 Very frequent  "Present in 80% to 99% of the cases."
#   HP:0040282 Frequent       "Present in 30% to 79% of the cases."
#   HP:0040283 Occasional     "Present in 5% to 29% of the cases."
#   HP:0040284 Very rare      "Present in 1% to 4% of the cases."
# A row may instead carry a raw fraction ('n/m' cases) or a percentage recorded directly in the source. An EMPTY cell means the source recorded '-' (frequency not stated) -- unmeasured, not "never occurs" (GP-14). HP:0040285 (Excluded, 0% -- i.e. NOT part of the disease) is a NEGATED annotation, not an association: such rows are dropped here rather than rendered with an empty frequency, which would be indistinguishable from 'not stated'. 0 source rows were dropped for this reason (HPO's own genes_to_phenotype.txt build already excludes negated annotations, so this count is expected to be 0 -- it is measured, not assumed).
#
# association_strength is curated gene-disease CLINICAL VALIDITY -- how confident an expert panel is that variation in this gene causes disease at all -- and does NOT come from HPO, which records no such judgement. It is the STRONGEST classification found for the gene across knowledge/real/gene_disease.tsv's two sources (ClinGen Gene-Disease Validity and EBI Gene2Phenotype/DDG2P), carried in those sources' own vocabulary, case-folded so ClinGen's 'Definitive' and DDG2P's 'definitive' are one token: definitive, strong, moderate, limited, disputed, refuted, no known disease relationship (strongest first). This mirrors how knowledge/disease/mva_panel.tsv sources its evidence_tier column.
# association_strength_source names WHICH panel supplied that classification. It is a separate column from `source` (always HPO) on purpose: the gene->term annotation and the validity call come from different bodies, and one provenance field covering both would attribute an expert-panel judgement to HPO (GP-31).
# GRANULARITY, STATED: ClinGen and DDG2P curate the (gene, DISEASE) pair; this column reduces to the GENE. A gene curated definitive for one disease and limited for another reads 'definitive' on every row, including the phenotypes annotated via the weaker disease. Joining each HPO annotation to the curation for its own disease was measured and reaches only 75379 of 275046 candidate source rows (27%): HPO annotates against OMIM and ORPHA, ClinGen against MONDO, and no crosswalk between them exists in the downloaded resources. See ADR 0021.
# An EMPTY association_strength means NO curation source classifies the gene -- absent, never a default (GP-14). 0 of 221789 rows (0 genes) are in that state in this build: (none).
#
# src/mva/phenotype/hpo.py reads this file directly: STRENGTH_WEIGHTS carries the vocabulary above, parse_hpo_frequency carries hpo_frequency, and an absent strength is weighted at the explicitly named UNCURATED_ASSOCIATION_WEIGHT rather than at 0.0 (which erases a real annotation) or 1.0 (which invents curation).
gene_symbol	hpo_id	label	association_strength	association_strength_source	hpo_frequency	source	version
DOCK6	HP:0002040	Esophageal varix	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002059	Cerebral atrophy	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002084	Encephalocele	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002092	Pulmonary arterial hypertension	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002126	Polymicrogyria	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002132	Porencephalic cyst	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002239	Gastrointestinal hemorrhage	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002353	EEG abnormality	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002509	Limb hypertonia	definitive	ClinGen	1/2	HPO	2026-06-23
DOCK6	HP:0002612	Congenital hepatic fibrosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0002814	Abnormality of the lower limb	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0002817	Abnormality of the upper limb	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0003577	Congenital onset	definitive	ClinGen	2/2	HPO	2026-06-23
DOCK6	HP:0004050	Absent hand	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0004935	Pulmonary artery atresia	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK6	HP:0005280	Depressed nasal bridge	definitive	ClinGen		HPO	2026-06-23
DOCK6	HP:0005819	Short middle phalanx of finger	definitive	ClinGen	1/2	HPO	2026-06-23
DOCK6	HP:0005916	Abnormal metacarpal morphology	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK6	HP:0006101	Finger syndactyly	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK6	HP:0006951	Retrocerebellar cyst	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0006956	Lateral ventricle dilatation	definitive	ClinGen	1/2	HPO	2026-06-23
DOCK6	HP:0006970	Periventricular leukomalacia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0008065	Aplasia/Hypoplasia of the skin	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0008070	Sparse hair	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0008936	Axial hypotonia	definitive	ClinGen	1/2	HPO	2026-06-23
DOCK6	HP:0009881	Aplasia of distal finger phalanx	definitive	ClinGen	2/2	HPO	2026-06-23
DOCK6	HP:0009882	Short distal phalanx of finger	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK6	HP:0010624	Aplastic/hypoplastic toenail	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK6	HP:0010760	Absent toe	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK6	HP:0011344	Severe global developmental delay	definitive	ClinGen	1/2	HPO	2026-06-23
DOCK6	HP:0045025	Narrow palpebral fissure	definitive	ClinGen		HPO	2026-06-23
DOCK6	HP:0100026	Arteriovenous malformation	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0000007	Autosomal recessive inheritance	definitive	ClinGen		HPO	2026-06-23
DOCK7	HP:0000232	Everted lower lip vermilion	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000294	Low anterior hairline	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK7	HP:0000322	Short philtrum	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000341	Narrow forehead	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000377	Abnormal pinna morphology	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK7	HP:0000414	Bulbous nose	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000426	Prominent nasal bridge	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000455	Broad nasal tip	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0000463	Anteverted nares	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0000506	Telecanthus	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0000527	Long eyelashes	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000528	Anophthalmia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0000574	Thick eyebrow	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000629	Periorbital fullness	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0000664	Synophrys	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000717	Autism	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0000733	Motor stereotypy	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0000817	Reduced eye contact	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0001249	Intellectual disability	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0001252	Hypotonia	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0001263	Global developmental delay	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK7	HP:0001336	Myoclonus	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0001344	Absent speech	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0002069	Bilateral tonic-clonic seizure	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0002079	Hypoplasia of the corpus callosum	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0002121	Generalized non-motor (absence) seizure	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0002384	Focal impaired awareness seizure	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0002465	Poor speech	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0002521	Hypsarrhythmia	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0002540	Inability to walk	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0003593	Infantile onset	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK7	HP:0004381	Supravalvular aortic stenosis	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0009748	Large earlobe	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0009904	Prominent ear helix	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0010730	Double eyebrow	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0010818	Generalized tonic seizure	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0010819	Atonic seizure	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0010841	Multifocal epileptiform discharges	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0012105	Occipital cortical atrophy	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOCK7	HP:0012110	Hypoplasia of the pons	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0012469	Infantile spasms	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0012471	Thick vermilion border	definitive	ClinGen	1/3	HPO	2026-06-23
DOCK7	HP:0032792	Tonic seizure	definitive	ClinGen	2/3	HPO	2026-06-23
DOCK7	HP:0040159	Abnormal spaced incisors	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK7	HP:0100704	Cerebral visual impairment	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK7	HP:0200134	Epileptic encephalopathy	definitive	ClinGen	3/3	HPO	2026-06-23
DOCK8	HP:0000007	Autosomal recessive inheritance	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0000389	Chronic otitis media	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0000403	Recurrent otitis media	definitive	ClinGen	10/11	HPO	2026-06-23
DOCK8	HP:0000964	Eczematoid dermatitis	definitive	ClinGen	144/146	HPO	2026-06-23
DOCK8	HP:0001047	Atopic dermatitis	definitive	ClinGen	11/11	HPO	2026-06-23
DOCK8	HP:0001508	Failure to thrive	definitive	ClinGen	67/136	HPO	2026-06-23
DOCK8	HP:0001510	Growth delay	definitive	ClinGen	2/11	HPO	2026-06-23
DOCK8	HP:0001880	Increased total eosinophil count	definitive	ClinGen	10/11	HPO	2026-06-23
DOCK8	HP:0002090	Pneumonia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0002099	Asthma	definitive	ClinGen	58/108	HPO	2026-06-23
DOCK8	HP:0002110	Bronchiectasis	definitive	ClinGen	57/135	HPO	2026-06-23
DOCK8	HP:0002138	Subarachnoid hemorrhage	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0002205	Recurrent respiratory infections	definitive	ClinGen	124/136	HPO	2026-06-23
DOCK8	HP:0002301	Hemiplegia	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0002718	Recurrent bacterial infections	definitive	ClinGen	11/11	HPO	2026-06-23
DOCK8	HP:0002754	Osteomyelitis	definitive	ClinGen	8/79	HPO	2026-06-23
DOCK8	HP:0002841	Recurrent fungal infections	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0002850	Decreased circulating IgM concentration	definitive	ClinGen	11/11	HPO	2026-06-23
DOCK8	HP:0002860	Squamous cell carcinoma	definitive	ClinGen	3/11	HPO	2026-06-23
DOCK8	HP:0002960	Autoimmunity	definitive	ClinGen	17/136	HPO	2026-06-23
DOCK8	HP:0003193	Allergic rhinitis	definitive	ClinGen	22/97	HPO	2026-06-23
DOCK8	HP:0003212	Increased circulating IgE concentration	definitive	ClinGen	10/11	HPO	2026-06-23
DOCK8	HP:0003237	Increased circulating IgG concentration	definitive	ClinGen	6/11	HPO	2026-06-23
DOCK8	HP:0003593	Infantile onset	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0004429	Recurrent viral infections	definitive	ClinGen	11/11	HPO	2026-06-23
DOCK8	HP:0005318	Cerebral vasculitis	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0005401	Recurrent Candida infection	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0005403	Decreased total T cell count	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0005406	Recurrent bacterial skin infections	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0005425	Recurrent sinopulmonary infections	definitive	ClinGen		HPO	2026-06-23
DOCK8	HP:0006532	Recurrent pneumonia	definitive	ClinGen	8/11	HPO	2026-06-23
DOCK8	HP:0006763	Anal canal squamous carcinoma	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK8	HP:0010976	Decreased total B cell count	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0011108	Recurrent sinusitis	definitive	ClinGen	8/11	HPO	2026-06-23
DOCK8	HP:0012203	Unusual fungal nail infection	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0025419	Pulmonary pneumatocele	definitive	ClinGen	4/134	HPO	2026-06-23
DOCK8	HP:0030417	Squamous cell carcinoma of the vulva	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOCK8	HP:0030991	Sclerosing cholangitis	definitive	ClinGen	7/136	HPO	2026-06-23
DOCK8	HP:0031292	Cutaneous abscess	definitive	ClinGen	70/84	HPO	2026-06-23
DOCK8	HP:0031691	Severe viral infection	definitive	ClinGen	18/136	HPO	2026-06-23
DOCK8	HP:0032163	Unusual molluscum contagiosum	definitive	ClinGen	40/109	HPO	2026-06-23
DOCK8	HP:0032185	Disseminated molluscum contagiosum	definitive	ClinGen	4/11	HPO	2026-06-23
DOCK8	HP:0032218	Decreased total CD4+ T cell proportion	definitive	ClinGen	11/11	HPO	2026-06-23
DOCK8	HP:0040218	Reduced total natural killer cell count	definitive	ClinGen	6/10	HPO	2026-06-23
DOCK8	HP:0100806	Sepsis	definitive	ClinGen	23/79	HPO	2026-06-23
DOCK8	HP:0100845	Anaphylactic shock	definitive	ClinGen	16/97	HPO	2026-06-23
DOCK8	HP:0200042	Skin ulcer	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0200043	Verrucae	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOCK8	HP:0410151	Eosinophilic infiltration of the esophagus	definitive	ClinGen	2/11	HPO	2026-06-23
DOCK8	HP:0410323	Drug allergy	definitive	ClinGen	9/97	HPO	2026-06-23
DOCK8	HP:0500093	Food allergy	definitive	ClinGen	91/108	HPO	2026-06-23
DOHH	HP:0000007	Autosomal recessive inheritance	moderate	DDG2P		HPO	2026-06-23
DOHH	HP:0000252	Microcephaly	moderate	DDG2P	5/5	HPO	2026-06-23
DOHH	HP:0000486	Strabismus	moderate	DDG2P	3/5	HPO	2026-06-23
DOHH	HP:0000639	Nystagmus	moderate	DDG2P	3/5	HPO	2026-06-23
DOHH	HP:0001249	Intellectual disability	moderate	DDG2P		HPO	2026-06-23
DOHH	HP:0001252	Hypotonia	moderate	DDG2P	5/5	HPO	2026-06-23
DOHH	HP:0001263	Global developmental delay	moderate	DDG2P	5/5	HPO	2026-06-23
DOHH	HP:0001272	Cerebellar atrophy	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001344	Absent speech	moderate	DDG2P	4/5	HPO	2026-06-23
DOHH	HP:0001629	Ventricular septal defect	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0001631	Atrial septal defect	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001635	Congestive heart failure	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001640	Cardiomegaly	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001647	Bicuspid aortic valve	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001653	Mitral regurgitation	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001659	Aortic regurgitation	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001680	Coarctation of aorta	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0001684	Secundum atrial septal defect	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0002069	Bilateral tonic-clonic seizure	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0002078	Truncal ataxia	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0002119	Ventriculomegaly	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0002188	Delayed CNS myelination	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0002197	Generalized-onset seizure	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0002283	Global brain atrophy	moderate	DDG2P	3/5	HPO	2026-06-23
DOHH	HP:0002540	Inability to walk	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0002719	Recurrent infections	moderate	DDG2P	3/5	HPO	2026-06-23
DOHH	HP:0003577	Congenital onset	moderate	DDG2P	4/5	HPO	2026-06-23
DOHH	HP:0003623	Neonatal onset	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0005165	Shortened PR interval	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0005180	Tricuspid regurgitation	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0006682	Premature ventricular contraction	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0010819	Atonic seizure	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0010880	Increased nuchal translucency	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0011003	High myopia	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0011577	Partial atrioventricular canal defect	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0011705	First degree atrioventricular block	moderate	DDG2P	1/5	HPO	2026-06-23
DOHH	HP:0011968	Feeding difficulties	moderate	DDG2P	2/5	HPO	2026-06-23
DOHH	HP:0033725	Thin corpus callosum	moderate	DDG2P	4/5	HPO	2026-06-23
DOHH	HP:0100704	Cerebral visual impairment	moderate	DDG2P	1/5	HPO	2026-06-23
DOK7	HP:0000007	Autosomal recessive inheritance	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0000028	Cryptorchidism	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000175	Cleft palate	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000218	High palate	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000316	Hypertelorism	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000347	Micrognathia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0000358	Posteriorly rotated ears	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000470	Short neck	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0000476	Cystic hygroma	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000494	Downslanted palpebral fissures	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0000496	Abnormality of eye movement	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0000508	Ptosis	definitive	ClinGen	13/19	HPO	2026-06-23
DOK7	HP:0000597	Ophthalmoparesis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0000651	Diplopia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0000961	Cyanosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0001059	Pterygium	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0001262	Excessive daytime somnolence	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0001283	Bulbar palsy	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0001305	Dandy-Walker malformation	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0001315	Diminished deep tendon reflex	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0001324	Muscle weakness	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0001446	Abnormality of the musculature of the upper limbs	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0001511	Intrauterine growth retardation	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0001558	Decreased fetal movement	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0001561	Polyhydramnios	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0001838	Rocker bottom foot	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0001883	Talipes	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0001989	Fetal akinesia sequence	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002089	Pulmonary hypoplasia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002091	Restrictive ventilatory defect	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0002093	Respiratory insufficiency	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002194	Delayed gross motor development	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0002304	Akinesia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002329	Drowsiness	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0002375	Hypokinesia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002515	Waddling gait	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0002650	Scoliosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0002747	Respiratory insufficiency due to muscle weakness	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0002792	Reduced vital capacity	definitive	ClinGen	4/10	HPO	2026-06-23
DOK7	HP:0002804	Arthrogryposis multiplex congenita	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002828	Multiple joint contractures	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0002875	Exertional dyspnea	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0002878	Respiratory failure	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0003202	Skeletal muscle atrophy	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003327	Axial muscle weakness	definitive	ClinGen	16/18	HPO	2026-06-23
DOK7	HP:0003388	Easy fatigability	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003391	Gowers sign	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0003394	Muscle spasm	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0003402	Decreased miniature endplate potentials	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003443	Decreased size of nerve terminals	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003458	EMG: myopathic abnormalities	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003473	Fatigable weakness	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0003484	Upper limb muscle weakness	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003547	Shoulder girdle muscle weakness	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003621	Juvenile onset	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0003693	Distal amyotrophy	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0003700	Generalized amyotrophy	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003722	Neck flexor weakness	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0003803	Type 1 muscle fiber predominance	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0005245	Intestinal hypoplasia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0005280	Depressed nasal bridge	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0005659	Thoracic kyphoscoliosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0007126	Proximal amyotrophy	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0007430	Generalized edema	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0008180	Mildly elevated creatine kinase	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0009005	Weakness of the intrinsic hand muscles	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0009077	Weakness of long finger extensor muscles	definitive	ClinGen	HP:0040283	HPO	2026-06-23
DOK7	HP:0010489	Absent palmar crease	definitive	ClinGen	HP:0040281	HPO	2026-06-23
DOK7	HP:0010557	Overlapping fingers	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0010628	Facial palsy	definitive	ClinGen	HP:0040282	HPO	2026-06-23
DOK7	HP:0011463	Childhood onset	definitive	ClinGen		HPO	2026-06-23
DOK7	HP:0012473	Tongue atrophy	definitive	ClinGen	4/10	HPO	2026-06-23
DOK7	HP:0012515	Hip flexor weakness	definitive	ClinGen	HP:0040283	HPO	2026-06-23
