# Real gene-to-phenotype (HPO term) annotations, restricted to genes curated in
# knowledge/real/gene_disease.tsv.
#
# Source: HPO gene-to-phenotype annotations (genes_to_phenotype.txt), downloaded
#   from https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/genes_to_phenotype.txt
# Version: 2026-06-23 (HPO's own release date, read from phenotype.hpoa's '#version:' line)
# Licence: CC BY 4.0 (Human Phenotype Ontology Consortium). The HPO content and its logical relationships may not be altered; cite the HPO project.
# Retrieved: 2026-08-28
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# Restriction and size: the full source file has 332599 rows across many more genes than are curated anywhere in this pipeline. Restricted here to the 3994 gene symbols in knowledge/real/gene_disease.tsv: 3634 of them have HPO annotations (275046 matching source rows, collapsed to 221789 unique (gene, HPO term) pairs below). 360 genes from gene_disease.tsv have ZERO rows here -- this may be a real absence of curated phenotype annotation, or gene-symbol drift between sources; this generator does not attempt to tell the two apart. Unmatched sample: ABCC4, ACADL, ACOX2, ACTL6A, ADAMTS9, AGPAT3, AGTR2, ALG10, ANKZF1, AQP1, ARF3, ARHGAP35, ARHGEF28, ARHGEF6, ARL14EP, ARPP21, ATE1, ATG12, ATP13A3, AVPR1A, ... (340 more).
#
# One row per (gene_symbol, hpo_id): the source has one row per (gene, HPO term, DISEASE), since the same phenotype can be annotated via several diseases with different evidence. Collapsed here by preferring a row that carries real frequency data over one recorded as '-', tie-broken deterministically on disease_id -- never averaged or otherwise invented.
#
# TWO QUALIFIERS, TWO COLUMNS (ADR 0021). This table previously wrote HPO's frequency vocabulary into a column named association_strength, which src/mva/phenotype/hpo.py validates as curated clinical validity; the file was unloadable as a result. Frequency and validity are different scientific claims and now have separate columns:
#
# hpo_frequency is HPO's OWN phenotype-FREQUENCY vocabulary (how often the phenotype occurs among cases of the linked disease), carried through VERBATIM. Real HPO frequency terms (quoted from hp.obo):
#   HP:0040280 Obligate       "Always present, i.e. in 100% of the cases."
#   HP:0040281 Very frequent  "Present in 80% to 99% of the cases."
#   HP:0040282 Frequent       "Present in 30% to 79% of the cases."
#   HP:0040283 Occasional     "Present in 5% to 29% of the cases."
#   HP:0040284 Very rare      "Present in 1% to 4% of the cases."
# A row may instead carry a raw fraction ('n/m' cases) or a percentage recorded directly in the source. An EMPTY cell means the source recorded '-' (frequency not stated) -- unmeasured, not "never occurs" (GP-14). HP:0040285 (Excluded, 0% -- i.e. NOT part of the disease) is a NEGATED annotation, not an association: such rows are dropped here rather than rendered with an empty frequency, which would be indistinguishable from 'not stated'. 0 source rows were dropped for this reason (HPO's own genes_to_phenotype.txt build already excludes negated annotations, so this count is expected to be 0 -- it is measured, not assumed).
#
# association_strength is curated gene-disease CLINICAL VALIDITY -- how confident an expert panel is that variation in this gene causes disease at all -- and does NOT come from HPO, which records no such judgement. It is the STRONGEST classification found for the gene across knowledge/real/gene_disease.tsv's two sources (ClinGen Gene-Disease Validity and EBI Gene2Phenotype/DDG2P), carried in those sources' own vocabulary, case-folded so ClinGen's 'Definitive' and DDG2P's 'definitive' are one token: definitive, strong, moderate, limited, disputed, refuted, no known disease relationship (strongest first). This mirrors how knowledge/disease/mva_panel.tsv sources its evidence_tier column.
# association_strength_source names WHICH panel supplied that classification. It is a separate column from `source` (always HPO) on purpose: the gene->term annotation and the validity call come from different bodies, and one provenance field covering both would attribute an expert-panel judgement to HPO (GP-31).
# GRANULARITY, STATED: ClinGen and DDG2P curate the (gene, DISEASE) pair; this column reduces to the GENE. A gene curated definitive for one disease and limited for another reads 'definitive' on every row, including the phenotypes annotated via the weaker disease. Joining each HPO annotation to the curation for its own disease was measured and reaches only 75379 of 275046 candidate source rows (27%): HPO annotates against OMIM and ORPHA, ClinGen against MONDO, and no crosswalk between them exists in the downloaded resources. See ADR 0021.
# An EMPTY association_strength means NO curation source classifies the gene -- absent, never a default (GP-14). 0 of 221789 rows (0 genes) are in that state in this build: (none).
#
# src/mva/phenotype/hpo.py reads this file directly: STRENGTH_WEIGHTS carries the vocabulary above, parse_hpo_frequency carries hpo_frequency, and an absent strength is weighted at the explicitly named UNCURATED_ASSOCIATION_WEIGHT rather than at 0.0 (which erases a real annotation) or 1.0 (which invents curation).
gene_symbol	hpo_id	label	association_strength	association_strength_source	hpo_frequency	source	version
GLI3	HP:0001830	Postaxial foot polydactyly	definitive	ClinGen	11/11	HPO	2026-06-23
GLI3	HP:0001836	Camptodactyly of toe	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001837	Broad toe	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001839	Split foot	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001840	Metatarsus adductus	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001841	Preaxial foot polydactyly	definitive	ClinGen	0/20	HPO	2026-06-23
GLI3	HP:0001845	Overlapping toe	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001849	Foot oligodactyly	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0001883	Talipes	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002007	Frontal bossing	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0002023	Anal atresia	definitive	ClinGen	9/20	HPO	2026-06-23
GLI3	HP:0002079	Hypoplasia of the corpus callosum	definitive	ClinGen	4/12	HPO	2026-06-23
GLI3	HP:0002093	Respiratory insufficiency	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002101	Abnormal lung lobation	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0002119	Ventriculomegaly	definitive	ClinGen	7/15	HPO	2026-06-23
GLI3	HP:0002139	Arrhinencephaly	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002164	Nail dysplasia	definitive	ClinGen	8/12	HPO	2026-06-23
GLI3	HP:0002444	Hypothalamic hamartoma	definitive	ClinGen	11/11	HPO	2026-06-23
GLI3	HP:0002475	Myelomeningocele	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002652	Skeletal dysplasia	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0002673	Coxa valga	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002683	Abnormal calvaria morphology	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0002827	Hip dislocation	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0002937	Hemivertebrae	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0002986	Radial bowing	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0003027	Mesomelia	definitive	ClinGen	4/21	HPO	2026-06-23
GLI3	HP:0003048	Radial head subluxation	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0003074	Hyperglycemia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0003196	Short nose	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0003577	Congenital onset	definitive	ClinGen	20/20	HPO	2026-06-23
GLI3	HP:0003811	Neonatal death	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0003828	Variable expressivity	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0003974	Absent radius	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0004303	Abnormal muscle fiber morphology	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0004322	Short stature	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0004987	Mesomelic leg shortening	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0005151	Preductal coarctation of the aorta	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0005280	Depressed nasal bridge	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0005349	Hypoplasia of the epiglottis	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0005616	Accelerated skeletal maturation	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0005684	Distal arthrogryposis	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0005688	Dysplastic distal thumb phalanges with a central hole	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0005736	Short tibia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0005892	Proximal tibial and fibular fusion	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0005917	Supernumerary metacarpal bones	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0005990	Thyroid hypoplasia	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0006042	Y-shaped metacarpals	definitive	ClinGen	14/17	HPO	2026-06-23
GLI3	HP:0006101	Finger syndactyly	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0006118	Shortening of all distal phalanges of the fingers	definitive	ClinGen	12/13	HPO	2026-06-23
GLI3	HP:0006136	Bilateral postaxial polydactyly	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0006159	Mesoaxial hand polydactyly	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0006380	Knee flexion contracture	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0006402	Distal shortening of limbs	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0006426	Rudimentary to absent tibiae	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0006433	Radial ray deficiency	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0006460	Ankle hypermobility	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0006695	Atrioventricular canal defect	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0007360	Aplasia/Hypoplasia of the cerebellum	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0007370	Aplasia/Hypoplasia of the corpus callosum	definitive	ClinGen	HP:0040281	HPO	2026-06-23
GLI3	HP:0007601	Midline facial capillary hemangioma	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0008163	Decreased circulating cortisol level	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0008188	Thyroid dysgenesis	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0008207	Primary adrenal insufficiency	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0008213	Gonadotropin deficiency	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0008240	Secondary growth hormone deficiency	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0008245	Pituitary hypothyroidism	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0008368	Tarsal synostosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0008551	Microtia	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0008684	Aplasia/hypoplasia of the uterus	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0008706	Distal urethral duplication	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0008734	Decreased testicular size	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0008751	Laryngeal cleft	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0009473	Joint contracture of the hand	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0009556	Absent tibia	definitive	ClinGen	HP:0040281	HPO	2026-06-23
GLI3	HP:0009942	Duplication of thumb phalanx	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0009958	Polydactyly affecting the 3rd finger	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0009971	Polydactyly affecting the 4th finger	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0010037	Aplasia of the 2nd metacarpal	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0010043	Aplasia of the 4th metacarpal	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0010044	Short 4th metacarpal	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0010055	Broad hallux	definitive	ClinGen	6/6	HPO	2026-06-23
GLI3	HP:0010059	Broad hallux phalanx	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0010112	Mesoaxial foot polydactyly	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0010442	Polydactyly	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0010554	Cutaneous finger syndactyly	definitive	ClinGen	6/10	HPO	2026-06-23
GLI3	HP:0010564	Bifid epiglottis	definitive	ClinGen	13/18	HPO	2026-06-23
GLI3	HP:0010567	Y-shaped metatarsals	definitive	ClinGen	14/17	HPO	2026-06-23
GLI3	HP:0010621	Cutaneous syndactyly of toes	definitive	ClinGen	6/10	HPO	2026-06-23
GLI3	HP:0010713	1-5 toe syndactyly	definitive	ClinGen		HPO	2026-06-23
GLI3	HP:0010821	Focal emotional seizure with laughing	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0010864	Severe intellectual disability	definitive	ClinGen	HP:0040281	HPO	2026-06-23
GLI3	HP:0010958	Bilateral renal agenesis	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0011026	Aplasia/Hypoplasia of the vagina	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0011304	Broad thumb	definitive	ClinGen	6/6	HPO	2026-06-23
GLI3	HP:0011330	Metopic synostosis	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0011734	Central adrenal insufficiency	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0011748	Adrenocorticotropic hormone deficiency	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0011939	3-4 finger cutaneous syndactyly	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0012165	Oligodactyly	definitive	ClinGen	3/21	HPO	2026-06-23
GLI3	HP:0012386	Absent hallux	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0012751	Abnormal basal ganglia MRI signal intensity	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0030010	Hydrometrocolpos	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0030021	Auricular tag	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0030032	Partial absence of foot	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLI3	HP:0030431	Osteochondroma	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0030799	Scaphocephaly	definitive	ClinGen	HP:0040284	HPO	2026-06-23
GLI3	HP:0040075	Hypopituitarism	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0040086	Abnormal prolactin level	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0100258	Preaxial polydactyly	definitive	ClinGen	0/21	HPO	2026-06-23
GLI3	HP:0100259	Postaxial polydactyly	definitive	ClinGen	17/20	HPO	2026-06-23
GLI3	HP:0100260	Mesoaxial polydactyly	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0200117	Recurrent upper and lower respiratory tract infections	definitive	ClinGen	HP:0040282	HPO	2026-06-23
GLI3	HP:0410030	Cleft lip	definitive	ClinGen	HP:0040283	HPO	2026-06-23
GLIS2	HP:0000007	Autosomal recessive inheritance	strong	DDG2P		HPO	2026-06-23
GLIS2	HP:0000090	Nephronophthisis	strong	DDG2P		HPO	2026-06-23
GLIS2	HP:0000092	Renal tubular atrophy	strong	DDG2P		HPO	2026-06-23
GLIS2	HP:0003774	Stage 5 chronic kidney disease	strong	DDG2P		HPO	2026-06-23
GLIS3	HP:0000007	Autosomal recessive inheritance	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000107	Renal cyst	definitive	DDG2P	2/6	HPO	2026-06-23
GLIS3	HP:0000113	Polycystic kidney dysplasia	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000219	Thin upper lip vermilion	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000260	Wide anterior fontanel	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0000286	Epicanthus	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000343	Long philtrum	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000369	Low-set ears	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0000407	Sensorineural hearing impairment	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0000453	Choanal atresia	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0000557	Buphthalmos	definitive	DDG2P	4/6	HPO	2026-06-23
GLIS3	HP:0000819	Diabetes mellitus	definitive	DDG2P	6/6	HPO	2026-06-23
GLIS3	HP:0000851	Congenital hypothyroidism	definitive	DDG2P	6/6	HPO	2026-06-23
GLIS3	HP:0000938	Osteopenia	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0001087	Developmental glaucoma	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0001256	Mild intellectual disability	definitive	DDG2P	2/6	HPO	2026-06-23
GLIS3	HP:0001263	Global developmental delay	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0001395	Hepatic fibrosis	definitive	DDG2P	3/6	HPO	2026-06-23
GLIS3	HP:0001396	Cholestasis	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0001409	Portal hypertension	definitive	DDG2P	12/20	HPO	2026-06-23
GLIS3	HP:0001511	Intrauterine growth retardation	definitive	DDG2P	6/6	HPO	2026-06-23
GLIS3	HP:0001537	Umbilical hernia	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0001737	Pancreatic cysts	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0001744	Splenomegaly	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0002036	Hiatus hernia	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0002240	Hepatomegaly	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0002594	Pancreatic hypoplasia	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0002719	Recurrent infections	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0002925	Elevated circulating thyroid-stimulating hormone concentration	definitive	DDG2P	6/6	HPO	2026-06-23
GLIS3	HP:0002944	Thoracolumbar scoliosis	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0003623	Neonatal onset	definitive	DDG2P	6/6	HPO	2026-06-23
GLIS3	HP:0004442	Sagittal craniosynostosis	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0005280	Depressed nasal bridge	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0007906	Ocular hypertension	definitive	DDG2P	2/4	HPO	2026-06-23
GLIS3	HP:0012115	Hepatitis	definitive	DDG2P		HPO	2026-06-23
GLIS3	HP:0025379	Anti-thyroid peroxidase antibody positivity	definitive	DDG2P	0/4	HPO	2026-06-23
GLIS3	HP:0025484	Elevated circulating thyroglobulin concentration	definitive	DDG2P	3/3	HPO	2026-06-23
GLIS3	HP:0030423	Splenic cyst	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLIS3	HP:0031507	Decreased circulating T4 concentration	definitive	DDG2P	3/3	HPO	2026-06-23
GLMN	HP:0000006	Autosomal dominant inheritance	definitive	DDG2P		HPO	2026-06-23
GLMN	HP:0000951	Abnormality of the skin	definitive	DDG2P		HPO	2026-06-23
GLMN	HP:0001939	Abnormality of metabolism/homeostasis	definitive	DDG2P		HPO	2026-06-23
GLMN	HP:0002629	Gastrointestinal arteriovenous malformation	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0002778	Abnormal tracheal morphology	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0002814	Abnormality of the lower limb	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0002817	Abnormality of the upper limb	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0010640	Abnormal nasal cavity morphology	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0011297	Abnormal digit morphology	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLMN	HP:0011354	Generalized abnormality of skin	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0011355	Localized skin lesion	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0012210	Abnormal renal morphology	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0012721	Venous malformation	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLMN	HP:0031445	Oral mucosa nodule	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0045026	Abnormal mediastinum morphology	definitive	DDG2P	HP:0040284	HPO	2026-06-23
GLMN	HP:0100026	Arteriovenous malformation	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLMN	HP:0200034	Papule	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0200035	Skin plaque	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLMN	HP:0200036	Skin nodule	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRA1	HP:0000006	Autosomal dominant inheritance	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0000007	Autosomal recessive inheritance	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0000023	Inguinal hernia	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0001249	Intellectual disability	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRA1	HP:0001250	Seizure	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRA1	HP:0001251	Ataxia	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001257	Spasticity	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001276	Hypertonia	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001288	Gait disturbance	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRA1	HP:0001336	Myoclonus	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001347	Hyperreflexia	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001373	Joint dislocation	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRA1	HP:0001387	Joint stiffness	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0001537	Umbilical hernia	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRA1	HP:0002020	Gastroesophageal reflux	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0002036	Hiatus hernia	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0002063	Rigidity	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0002104	Apnea	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0002267	Exaggerated startle response	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0002359	Frequent falls	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0002360	Sleep disturbance	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRA1	HP:0002375	Hypokinesia	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0002380	Fasciculations	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0002827	Hip dislocation	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRA1	HP:0002835	Aspiration	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0003552	Muscle stiffness	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0003593	Infantile onset	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0031951	Nocturnal seizures	definitive	DDG2P		HPO	2026-06-23
GLRA1	HP:0100022	Abnormality of movement	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0100633	Esophagitis	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRA1	HP:0100790	Hernia	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRB	HP:0000007	Autosomal recessive inheritance	definitive	DDG2P		HPO	2026-06-23
GLRB	HP:0000483	Astigmatism	definitive	DDG2P		HPO	2026-06-23
GLRB	HP:0000545	Myopia	definitive	DDG2P		HPO	2026-06-23
GLRB	HP:0000565	Esotropia	definitive	DDG2P	7/9	HPO	2026-06-23
GLRB	HP:0001249	Intellectual disability	definitive	DDG2P	1/9	HPO	2026-06-23
GLRB	HP:0001250	Seizure	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRB	HP:0001251	Ataxia	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0001257	Spasticity	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0001270	Motor delay	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0001276	Hypertonia	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0001288	Gait disturbance	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRB	HP:0001336	Myoclonus	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0001347	Hyperreflexia	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0001373	Joint dislocation	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRB	HP:0001387	Joint stiffness	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0001537	Umbilical hernia	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRB	HP:0002020	Gastroesophageal reflux	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0002036	Hiatus hernia	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0002063	Rigidity	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0002267	Exaggerated startle response	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0002360	Sleep disturbance	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLRB	HP:0002380	Fasciculations	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0002827	Hip dislocation	definitive	DDG2P	HP:0040283	HPO	2026-06-23
GLRB	HP:0003552	Muscle stiffness	definitive	DDG2P	9/9	HPO	2026-06-23
GLRB	HP:0003577	Congenital onset	definitive	DDG2P	9/9	HPO	2026-06-23
GLRB	HP:0003623	Neonatal onset	definitive	DDG2P	1/1	HPO	2026-06-23
GLRB	HP:0010519	Increased fetal movement	definitive	DDG2P	9/9	HPO	2026-06-23
GLRB	HP:0030904	Glabellar reflex	definitive	DDG2P	2/9	HPO	2026-06-23
GLRB	HP:0100022	Abnormality of movement	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0100633	Esophagitis	definitive	DDG2P	HP:0040281	HPO	2026-06-23
GLRB	HP:0100790	Hernia	definitive	DDG2P	HP:0040282	HPO	2026-06-23
GLS	HP:0000006	Autosomal dominant inheritance	definitive	ClinGen		HPO	2026-06-23
GLS	HP:0000007	Autosomal recessive inheritance	definitive	ClinGen		HPO	2026-06-23
GLS	HP:0000713	Agitation	definitive	ClinGen	1/1	HPO	2026-06-23
GLS	HP:0000750	Delayed speech and language development	definitive	ClinGen	3/3	HPO	2026-06-23
GLS	HP:0000817	Reduced eye contact	definitive	ClinGen	1/1	HPO	2026-06-23
GLS	HP:0000962	Hyperkeratosis	definitive	ClinGen	1/1	HPO	2026-06-23
